QID,Filename,Start Frame,End Frame,Question,Answer,Explanation
3732,S05E14,7450,7887,why did jerry cover his eyes,Tom was getting beaten up by clint.,Jerry could not bear to watch Tom get punished by Clint.
3733,S05E14,7806,8033,why did clint tie tom to a chair,clint wanted to trap Tom on the chair.,clint wanted to trap Tom on the chair to make sure that tom could not make trouble any more
3734,S05E14,8157,8562,why did jerry lift up the chair,jerry wanted to hook the chair to the car ,jerry wanted the car to drag tom and the chair away
3735,S05E14,8469,8789,why did jerry start dancing,jerry was happy,jerry was happy that he got rid of tom 
3736,S05E15,890,1144,Why was Jerry frowning?,Tom tried to shoot Jerry,Tom interrupted Jerry reading the newspaper by trying to shoot Jerry
3737,S05E15,890,1664,Why did Jerry throw the newspaper on the floor,Jerry was angry,Jerry threw the newspaper on the floor because Jerry was angry that Tom kept trying to mess with Jerry
3738,S05E15,1250,2200,Why did Jerry walk out of the mousehole?,Jerry was moving to somewhere else,Jerry had enough of Tom messing with him so Jerry decided to move out so Tom would not mess with him anymore
3739,S05E15,1215,1414,Why did Jerry push the bomb away?,Jerry did not want the bomb to explode near him,Jerry pushed the bomb away so that the bomb does not explode next to Jerry and hurt Jerry
3740,S05E15,1682,1870,Why was Jerry filling his suitcase up with clothes?,Jerry was packing all of his things up,Jerry was packing his belongings up to move to away
3741,S05E15,1877,1969,Why was Tom waiting outside the mouse hole?,Tom was waiting for Jerry,Tom was waiting outside the mouse hole to hit Jerry with a hammer when Jerry came out
3742,S05E15,1877,2030,Why was Tom pulling the hammer?,The hammer was stuck in the floor,The hammer was stuck in the floor so Tom was trying to pull the hammer out since Tom wanted the hammer back
3743,S05E15,1882,2283,Why did Tom put a hand to his mouth?,Tom was scared,Tom realised that Jerry was about to leave that scared Tom
3744,S05E15,2354,2546,Why did Tom point a gun at his own head?,Tom was giving Jerry a chance to shoot Tom,Tom gave Jerry a chance to shoot Tom to appease Jerry and stop Jerry leaving
3745,S05E15,2575,2784,Why did Tom offer Jerry a hammer?,Tom was giving Jerry a chance to grab the hammer and shoot Tom.,Tom gave Jerry a chance to hit Tom with the hammer to appease Jerry and stop Jerry leaving
3746,S05E15,2800,3060,Why did Tom light up a match with a bomb in his mouth?,Tom was giving Jerry a chance to make the bomb explode on Tom.,Tom gave Jerry a chance to hurt Tom with the explosion to appease Jerry and stop Jerry leaving
3747,S05E15,2354,3097,Why did Tom keep hitting the floor?,Tom was frustrated,Tom kept hitting the floor because Tom was frustrated that he could not stop Jerry leaving
3748,S05E15,3115,3320,Why did Tom look sad?,Tom saw Jerry walk out of the house.,Tom felt lonely without Jerry after Jerry left the house
3749,S05E15,3468,3742,Why was Jerry smiling?,Jerry was happy,Jerry imagined himself in the future being an ' astro-mouse ' which made Jerry happy
3750,S05E15,4500,5554,Why did Tom go into the pipe?,Tom felt sad,Tom felt sad so Tom went into the pipe to sleep
3751,S05E15,6042,6107,Why was Tom swimming up?,Tom saw the fire below catching up,Tom saw that the fire below was catching up so Tom swam up away from the fire to avoid getting hurt
3752,S05E15,6330,6551,Why was Tom running up the rocket?,Tom wanted to stay on the rocket.,Tom was standing on parts of the rocket that were detaching and was running up to stay on the rocket
3753,S05E15,6344,6589,Why was Tom scared?,Tom saw parts of the rocket detaching,Tom saw parts of the rocket he was on detaching and was scared of falling off the rocket
3754,S05E15,6591,6730,Why did Tom smile?,Tom was happy,Tom saw Jerry inside of the rocket and was happy to see Jerry
3755,S05E15,6881,7008,Why was Tom laughing?,Tom was messing with Jerry,Tom was amused that he spun Jerry and made Jerry feel dizzy 
3756,S05E15,7272,7468,Why was Tom shocked?,Tom saw someone else in the rocket,Tom expected to see Jerry in the rocket but instead saw someone else
3757,S05E15,7583,7825,Why was Tom covering himself?,Tom saw a lot of projectiles coming towards him,Tom saw lots of projectiles flying towards him and was covering himself to shield himself from the projectiles
3758,S05E15,7837,7951,Why was Jerry turning the steering wheel?,Jerry was steering the rocket,Jerry was steering the rocket towards Tom to hit Tom with his rocket
3759,S05E15,8727,8840,Why was Tom's mouth wide opened?,Tom was stunned.,Tom was stunned to see Jerry in the house.
3760,S05E15,8805,8909,Why did Jerry have a smug expression?,Jerry had a medal on his chest,Jerry was smug because Jerry was showing off the medal on his chest to Tom
3761,S05E15,8902,9033,Why did Tom stick his hand out?,Tom was gesturing for a handshake.,Tom wanted to shake Jerry's hand to congratulate Jerry for the medal.
3762,S05E15,9020,9283,Why did Tom jump up?,Tom saw Jerry flying,Tom did not expect that Jerry would fly when Tom lit Jerry's badge on fire
3763,S05E15,9315,9479,Why was Tom filling up the suitcase with clothes?,Tom was packing his belongings up in a suitcase,Tom was packing his belongings in a suitcase to get ready to leave the house
3764,S05E16,930,1550,Why was Tom awoken?,"A bird landed on Tom, waking Tom up.","A bird hit Tom's face and stepped on Tom's body, waking him up."
3765,S05E16,1300,1550,Why did the bird bow to Tom?,The bird wanted to apologize to Tom.,The bird felt sorry that it landed on Tom and woke Tom up unintentionally.
3766,S05E16,1280,1890,Why was Tom running?,Tom was chasing the bird.,Tom was annoyed that the bird had woken Tom up from his sleep and wanted to catch the bird.
3767,S05E16,1720,1950,Why was Tom hiding behind the tree?,Tom wanted to hide from the bird.,Tom did not want to be seen by the bird so that Tom could ambush and catch the bird.
3768,S05E16,1810,2680,Why did Jerry grab a saw and twine?,Jerry saw Tom hitting the bird.,Jerry wanted to go after Tom with the string and saw to take revenge for bullying the bird.
3769,S05E16,2078,2680,Why did Jerry saw the pole?,Jerry wanted the pole to fall.,Jerry had tied Tom's tail to the pole using a string and wanted to make the pole fall to lift Tom up.
3770,S05E16,2683,3290,Why did Jerry light a fire under a pot of water?,Jerry wanted to boil the water.,Jerry wanted to throw Tom into the boiling water to inflict pain on Tom.
3771,S05E16,2683,3290,Why was Tom sweating?,Tom was scared.,"Tom saw that the bird was going to pull the string to cause Tom to fall into the boiling water, and was sweating out of fear."
3772,S05E16,3000,3290,Why did the bird pull the string?,The bird wanted to loosen the string that was tied around Tom's tail.,The bird wanted to slingshot Tom into the tub of hot water in order to inflict pain on Tom.
3773,S05E16,3190,3480,Why was Tom bouncing around?,Tom was in pain.,"Tom had fallen into a tub of hot water, causing him to burn his skin and bounce around in pain."
3774,S05E16,3190,3730,Why was Jerry and the bird laughing?,Jerry and the bird were amused.,Jerry and Tom were amused by how Tom looked bottomless after burning Tom's skin in the tub of hot water.
3775,S05E16,3190,3930,Why was Tom chasing Jerry and the bird?,Tom wanted to spray Jerry and the bird with a hose.,"Tom wanted to take revenge on Jerry and the bird for causing Tom to fall into hot water, by spraying Jerry and the bird with a hose."
3776,S05E16,3730,3990,Why was Tom laughing?,Tom was delighted.,Tom felt happy that Tom was taking revenge by flooding the mouse hole with Jerry and the bird inside.
3777,S05E16,3825,4400,Why did Jerry and the bird use a mousetrap?,Jerry and the bird wanted to stop the hose with a mouse trap.,"Jerry and the bird wanted to stop the water flowing into the mouse hole, and collect in the hose instead."
3778,S05E16,3990,4400,Why did Tom look shocked?,Tom saw the hose enlarging from the water collecting inside the hose.,Tom thought that the water was flowing into the mouse hole and did not expect the water to collect inside the hose.
3779,S05E16,3990,4625,Why did the bird poke the hose?,The bird wanted to burst the hose containing all the water.,The bird wanted to burst the hose containing all the water on Tom in order to inflict pain on Tom.
3780,S05E16,4628,4865,Why did Tom climb up the pipe?,Tom wanted to get to the top of the house.,Tom wanted to get to the roof to catch the bird who was standing on the electricity line.
3781,S05E16,4840,4960,Why was Tom jumping?,Tom was in pain.,Tom was in pain from being electrocuted by the electricity line.
3782,S05E16,4840,5070,Why did the bird cut the electricity line?,The bird wanted Tom to fall from the electricity line to the ground.,The bird wanted to inflict pain on Tom.
3783,S05E16,5035,5312,Why was Tom smiling?,Tom saw the tools in the shed.,Tom was happy that he thought of an idea using the tools in the shed.
3784,S05E16,5250,5440,Why did Tom climb the tree?,Tom wanted to get to a higher point on the tree.,Tom was dressed as a bird and wanted to climb higher on a tree to take off.
3785,S05E16,5250,5745,Why did Jerry point a fan at Tom?,Jerry wanted the fan to blow at Tom who was in a bird costume.,Jerry wanted the wind from the fan to blow at Tom to cause Tom to lose his balance and fall off the tree.
3786,S05E16,5765,6330,Why was Tom hunching and walking slowly?,Tom was carrying a heavy box.,Tom was carrying a box containing a heavy cannon for Tom to shoot the bird.
3787,S05E16,6200,6400,Why did Jerry jump up?,Jerry saw the shadow of the canon.,Jerry was shocked that Tom was going to shoot the bird with the canon.
3788,S05E16,6190,7000,Why did Jerry put Tom's tail through the missile?,Jerry wanted to attach Tom to the missile.,Jerry wanted to attach Tom to the missile so that Tom will be shot out of the canon together with the missile.
3789,S05E16,6750,7000,Why was Tom frowning?,Tom was upset.,Tom was upset that he was shot out of the cannon and was stuck in a tree.
3790,S05E16,7335,8380,Why did Tom light a fire?,Tom wanted the smoke from the fire to fill the sky.,Tom wanted the smoke to affect the bird's flying to get the bird to fly into Tom's mouth.
3791,S05E16,7690,8125,Why did Tom use a lawnmower?,Tom was mowing a strip in the field.,Tom was making a landing strip for the bird to land on.
3792,S05E16,8020,8220,Why did Tom open his mouth?,Tom wanted to eat the bird.,"Tom had made a landing strip and was expecting the bird to fly straight into Tom's mouth, so that Tom could eat the bird."
3793,S05E16,8020,8380,Why did Tom lick his lips?,Tom was hungry.,Tom was excited to eat the bird and satisfy his hunger.
3794,S05E16,8380,8845,Why did Jerry and the bird salute Tom?,Jerry and the bird were saying goodbye to Tom.,Jerry and the bird were saying goodbye to Tom who was stuck on a jet and was flying through the air. 
3795,S05E16,8503,8980,Why was Tom sticking his tongue out?,Tom was exhausted.,Tom was exhausted as Tom had fallen onto the tree branch from a flying jet.
3796,S05E17,827,980,Why was Jerry running?,Jerry was running away from Tom.,Jerry was running away to avoid getting hit by Tom.
3797,S05E17,770,1511,why did jerry unzip the bag,jerry wanted to open the bag and free the bowling ball,jerry wanted the bowling ball in the bag to fall down and hit tom
3798,S05E17,1687,1916,why did jerry stick out his tongue,jerry wanted to taunt tom,jerry wanted to trick tom into charging towards jerry and falling into the sea
3799,S05E17,1794,1916,why did jerry jump down,jerry wanted to step on the plank,jerry wanted to jump on the plank to make the plank hit Tom.
3800,S05E17,2015,2191,Why did Tom slam the plate of jelly on Jerry?,Tom wanted to trap Jerry in the jelly.,Tom wanted to take the opportunity while Jerry was not looking to catch Jerry in the Jelly.
3801,S05E17,2098,2467,why did jerry bite tom's finger,jerry wanted to inflict pain on tom,jerry wanted to hurt and run away from tom
3802,S05E17,2568,2778,Why were there hearts around Tom?,tom saw the persian cat,tom fell in love with the persian cat
3803,S05E17,2882,3085,why did jerry make an angry expression,jerry was angry that tom did not respond to jerry,Jerry was angry that Tom gave his attention to the persian cat instead of to Jerry.
3804,S05E17,2990,3234,why did jerry light a match,Jerry wanted to burn Tom's toes.,jerry wanted to attract tom's attention
3805,S05E17,3114,3659,why did jerry grab a match box,Jerry wanted to light more matches around Tom's foot.,jerry wanted to set tom's foot on fire to get tom's attention by lighting all matches in the match box 
3806,S05E17,3709,3999,why did tom board the boat,tom wanted to follow the persian cat,tom fell in love with the persian cat who just boarded and tom wanted to follow her
3807,S05E17,3879,4062,why did jerry hide behind the pole,jerry wanted to hide from the guard,jerry was afraid to be kicked by the guard
3808,S05E17,3942,4254,why did jerry splash water on tom,jerry wanted to wake tom up,Jerry wanted to wake Tom up as tom hit the pole and lost consciousness
3809,S05E17,4272,4497,why did jerry pull tom's tail,Jerry was trying to pull Tom backwards.,jerry wanted to stop tom from boarding the boat
3810,S05E17,4376,4594,why did tom close the window,tom wanted to stop jerry from entering the boat.,Tom did not want Jerry to follow Tom.
3811,S05E17,4963,5376,why did tom take the tray,tom wanted to give a tray of refreshments to the persian cat,tom wanted to flirt with the persian cat
3812,S05E17,5313,5535,why did jerry kick the chair,jerry wanted to break the bench and make the persian cat fall down,Jerry wanted to mess with Tom and the persian cat.
3813,S05E17,5380,5585,Why was Jerry laughing?,Jerry was amused.,Jerry found it funny that both Tom and the persian cat fell after Jerry kicked the chair.
3814,S05E17,5589,5860,why did tom rush to the swimming pool,tom wanted to get a wet towel,tom wanted to clean the refreshments that fell on the persian cat
3815,S05E17,5863,5936,why did Jerry stick his leg out?,Jerry wanted to trip Tom.,Jerry wanted to hurt Tom by making Tom fall.
3816,S05E17,5800,6178,why did the persian cat hit tom with the tray,the persian cat got annoyed with tom,the persian cat was annoyed that tom fell on her with the wet towel
3817,S05E17,6400,7017,why did jerry put a bouquet of flowers in a fire hose's water spraying space,jerry wanted Tom to splash water on the persian cat,jerry wanted to trick tom into taking the fire hose to the persian cat and annoying the persian cat who was splashed on face
3818,S05E17,6482,6915,why did jerry whistle,jerry wanted to attract tom's attention,jerry wanted to convince tom to take the flower to the persian cat
3819,S05E17,6966,7332,why did tom cover his nose,tom's nose got hurt ,tom was smacked by the persian cat who was angry with tom
3820,S05E17,7560,8079,why did tom kneel on the floor,tom was pleading for forgiveness of the persian cat,Tom was attracted to the persian cat and wanted her forgiveness.
3821,S05E17,8412,8768,why did tom make an angry expression,the persian cat enjoyed the music played by the calypso cat,tom was jealous of the calypso cat getting the attention of the persian cat
3822,S05E17,8929,9433,why did the calypso cat hit tom,the calypso cat thought that tom kicked his steel drum,jerry hit the steel drum with a stone to trick the calypso cat that it was tom who kicked the drum
3823,S05E17,9313,9525,why did tom grab the drum sticks,tom wanted to hit the calypso cat,tom wanted to take revenge on the calypso cat for hitting tom
3824,S05E17,9863,10136,why did tom spin around,tom became like a turtle and spun around on his shell,tom ran around and around to stop persian cat leaving but tripped to fall upside down and started to spin
3825,S05E17,9895,10200,why was jerry laughing,jerry was laughing at tom,jerry was amused to see Tom spinning on his back.
3826,S05E17,10205,10443,why was tom crying,Tom was sad.,Tom was sad to see the persian cat leaving with the calypso cat.
3827,S05E17,10442,10605,why did tom chase jerry ,jerry set tom's feet on fire ,Tom wanted to catch Jerry for setting Tom's foot on fire.
3828,S05E17,10298,10936,why was jerry smiling,jerry was happy to be chased by tom,jerry was happy that tom forgot the persian cat and played with jerry again
3829,S05E18,2229,2718,Why did the captain hit Tom's head?,The captain wanted to knock Tom out.,The captain wanted to knock Tom out into the barrel to capture Tom.
3830,S05E18,2934,3102,Why was Tom smiling?,Tom found a beach chair,Tom was happy that he found a beach chair to relax and lay on
3831,S05E18,3174,3745,Why was Tom scrubbing the floor?,Tom was trying to clean the floor of the ship,The captain asked Tom to clean the floor so Tom started scrubbing the floor
3832,S05E18,3555,3911,Why was Tom angry?,Tom saw Jerry relaxing on a beach chair,Tom was angry that Jerry was relaxing on a beach chair while Tom was being forced to clean the floor
3833,S05E18,3300,3433,Why did Tom shake his head?,Tom's head was wet,Tom fell into the water bucket and his head got wet so Tom shook his head 
3834,S05E18,3802,4279,Why was Jerry frowning?,Tom scrubbed Jerry and hit Jerry with the scrub,Jerry was angry at Tom for scrubbing and hitting Jerry with the scrub when Jerry was trying to relax
3835,S05E18,4309,4603,Why was Jerry tiptoeing?,Jerry wanted to be as quiet as possible,Jerry was tiptoeing to be as quiet as possible to avoid being seen by Tom.
3836,S05E18,4309,4952,Why did Tom open his mouth wide?,Tom was shocked,Tom thought he was scrubbing the floor with water and was shocked to find out that he was scrubbing the floor with tar
3837,S05E18,4351,4493,Why did Tom wipe his head?,Tom was trying to wipe the sweat off his head,Tom was tired from scrubbing the floor and was sweating from it 
3838,S05E18,4351,4828,Why was Tom frowning?,Tom saw Jerry dirtying the floor,Tom was angry that Jerry was dirtying the floor after Tom cleaned it
3839,S05E18,4429,4951,Why did Jerry switch the buckets?,Jerry wanted to mess with Tom,Jerry replaced the bucket of water with a bucket of tar so Tom would scrub the floor with the tar instead
3840,S05E18,4429,5007,Why did Jerry stick his tongue out?,Jerry wanted to make Tom more angry,Jerry messed with Tom by switching the buckets so Jerry stuck his tongue out to taunt Tom and make Tom more angry
3841,S05E18,4429,5096,Why was Jerry laughing?,Jerry found something funny,Jerry messed with Tom and was laughing at Tom 
3842,S05E18,4489,4802,Why did Jerry cover his feet in tar?,Jerry wanted to dirty the floor,Jerry covered his feet in tar so that he could dirty the floor after Tom cleaned it and mess with Tom
3843,S05E18,5098,5290,Why did Tom turn black?,Tom was covered in tar.,"Tom slipped and hit the wall, causing the bucket of tar to fall on Tom and turn Tom black."
3844,S05E18,5098,5523,Why did Tom follow the captain?,Tom wanted to pretend to be the captain's shadow.,Tom was trying to disguise himself as the captain's shadow to avoid being caught by the captain.
3845,S05E18,5997,6242,Why was Tom pulling the rope?,Tom was trying to untie all the rope,Tom was pulling the rope to untie all the rope to make Jerry fall while sleeping
3846,S05E18,5997,6240,Why was Tom shocked?,Tom did not see the rope Jerry was on get untied,Tom expected the rope under Jerry to untie but was shocked when the rope did not untie
3847,S05E18,6590,6729,Why was the captain shaking the harpoon?,Tom was stuck on the harpoon,The captain was shaking the harpoon to try to get Tom off the harpoon
3848,S05E18,6590,6847,Why was the captain pulling Tom away from the harpoon?,The captain wanted to get Tom unstuck from the harpoon.,Tom's nose was stuck on the harpoon so the captain was pulling Tom away from the harpoon
3849,S05E18,6590,7104,Why was Tom touching his nose?,Tom was checking if his nose was okay or not,Tom was checking his nose after his nose was stuck on the harpoon.
3850,S05E18,7097,7377,Why did Tom pull the harpoon out?,Tom wanted to use the harpoon,Tom pulled the harpoon out to use it to hurt Jerry
3851,S05E18,7097,7408,Why did Jerry draw on Tom's tail?,Jerry wanted to draw a mouse face on Tom's tail,Jerry drew on Tom's tail to draw a mouse face in order to trick Tom
3852,S05E18,7097,7408,Why did Tom stab his own tail with the harpoon?,Tom saw the mouse drawing on his tail,Tom saw the mouse drawing on his tail and thought that it was Jerry 
3853,S05E18,7097,7408,Why was Tom screaming?,Tom was screaming in pain.,Tom hit his own tail with a sharp harpoon
3854,S05E18,7623,7869,Why did Tom put a rope around an anvil?,So that Tom could lift the anvil up,Tom was setting up a trap with the anvil that was lifted up
3855,S05E18,7623,8010,Why did Tom throw a piece of cheese under the anvil?,Tom wanted to use the cheese as bait,Tom threw the cheese under the anvil to bait Jerry into the trap since Jerry likes cheese
3856,S05E18,7759,8012,Why was Jerry happy?,Jerry saw the piece of cheese,Jerry likes cheese so Jerry was happy when he saw cheese
3857,S05E18,7924,8057,Why did Tom tap on the wood?,Tom wanted to create noise ,Tom tapped on the wood to create noise to catch Jerry's attention and get Jerry to come out
3858,S05E18,7982,8338,Why did Jerry bring out a fish?,Jerry wanted to use the fish as bait,Jerry knew that Tom likes fish so Jerry brought the fish out to bait Tom into Tom's own trap
3859,S05E18,8158,8307,Why did Tom run to the fish?,Tom saw the fish on the floor and wanted to grab it,Tom likes fish so Tom ran to the fish to eat it
3860,S05E18,8401,8684,Why was the captain waving his hand around?,The captain saw Dicky Moe,The captain was waving his hands in the air because the captain was happy that he found Dicky Moe
3861,S05E18,8831,9288,Why was Tom shaking Jerry's hand?,Tom was thanking Jerry,Tom was grateful to Jerry for saving him from the water by lowering the rope
3862,S05E19,1435,1610,Why was Jerry happy?,Jerry saw a watermelon on the table,Jerry was happy that there was a watermelon on the table for him to eat
3863,S05E19,1435,1721,Why was Tom angry?,Tom was being hit with watermelon seeds,Jerry was spitting all the watermelon seeds onto Tom's head and woke Tom up
3864,S05E19,1435,1927,Why did Tom pick up the hammer?,Tom wanted to use the hammer,Jerry angered Tom after waking Tom up so Tom picked up the hammer to hurt Jerry
3865,S05E19,1723,1967,Why did Jerry cover his eyes?,Jerry saw Tom with a hammer over him,Jerry saw that Tom was about to hurt him so Jerry covered himself to brace himself
3866,S05E19,1820,2150,Why did Jerry turn green?,Jerry swallowed watermelon seeds,Tom flicked Jerry and made Jerry swallow watermelon seeds which made Jerry feel sick
3867,S05E19,1820,2638,Why was Jerry dancing?,Jerry was trying to shake his body,Jerry was having fun with shaking his body so that Jerry started dancing
3868,S05E19,2576,2695,Why was Tom holding a can behind Jerry?,Tom wanted Jerry to dance and get into the can,Tom held the can behind Jerry so that Jerry would dance into the can and be caught
3869,S05E19,2634,3290,Why was Tom shaking the can?,Tom was having fun with the sound he made while shaking the can,Tom was shaking the can to continuously make the sound that he could dance with
3870,S05E19,2634,3408,Why did Tom put his ear against the can?,Tom wanted to hear what was inside the can,Tom was curious to hear what was inside the can since the can stopped making the sound when shook
3871,S05E19,2634,3460,Why did Tom look inside the can?,Tom wanted to see what was inside the can,Tom was curious what happened in the can since the can stopped making sound when shaking
3872,S05E19,3430,3574,Why did Tom make an angry expression?,Tom was hit in the face with watermelon seeds,Jerry spit out a lot of watermelon seeds at Tom's face when Tom opened the can which angered Tom
3873,S05E19,3539,4078,Why did Tom eat the watermelon?,Tom wanted to fill his mouth up with watermelon seeds,Tom ate the watermelon to get watermelon seeds in his mouth to spit at Jerry
3874,S05E19,4185,4540,Why did Jerry go under the book?,Jerry wanted to hide,Jerry hid in the book to avoid being caught and hurt by Tom.
3875,S05E19,3539,4150,Why was Jerry running?,Tom was chasing Jerry,Jerry was running away from Tom since Tom was trying to hurt Jerry
3876,S05E19,3539,4155,Why did Jerry dive into the box?,Jerry was running from Tom,Jerry dove into the box to hide from Tom
3877,S05E19,4815,5078,Why did Tom start dancing with Jerry?,Tom saw Jerry stretching both of his hands out,Tom had mistaken Jerry's hand gestures as Jerry asking Tom for a dance
3878,S05E19,4815,5282,Why did Tom jump on Jerry?,Tom wanted to attack Jerry,Tom was angry that Jerry hurt him so Tom jumped on Jerry to get revenge and hurt Jerry
3879,S05E19,4894,5165,Why was Tom frowning?,Jerry slammed Tom against the floor,Jerry slammed Tom into the floor which hurt Tom and made Tom angry
3880,S05E19,5557,5693,Why was Tom punching the punching bag?,Tom was training his punches,Tom was punching the punching bag to get better at boxing
3881,S05E19,6435,6748,Why was Tom sneaking up on Jerry?,Tom did not want Jerry to notice Tom,Tom was sneaking up on Jerry to catch Jerry off guard and stab Jerry
3882,S05E19,7069,7465,Why did Tom have a big smile on his face?,Tom was very happy,Tom was very happy that he got a certificate for being trained in Judo
3883,S05E19,7823,8240,Why did Tom break a brick?,Tom wanted to show Jerry that he could break a brick,Tom wanted to show Jerry that he was more powerful than Jerry by breaking a brick
3884,S05E19,7962,8546,Why did Tom look surprised?,Jerry brought out a huge stone,Tom did not think that Jerry could break the huge stone in half
3885,S05E20,1795,2060,Why was the store owner shooting a gun?,The store owner was trying to shoot Jerry.,The store owner was shooting Jerry to get rid of Jerry as Jerry had stolen cheese from the store.
3886,S05E20,1795,2245,Why did the store owner bang his head on the wall?,The store owner was angry.,The store owner was angry that Jerry had gotten away with stealing cheese.
3887,S05E20,1795,2490,Why was Jerry smiling?,Jerry was happy.,Jerry was delighted that he had managed to steal cheese and get away safely back to his mouse hole.
3888,S05E20,3055,3690,Why did Tom crash into the store?,"Tom was roller skating and was unable to stop himself, crashing into the store.",Tom had tripped over a rock while roller skating and crashed into the store.
3889,S05E20,4050,4425,Why was Tom sucking on his finger?,Tom was trying to ease the pain on his finger.,Tom was trying to ease the pain on his finger which had been stuck in a mouse trap.
3890,S05E20,5225,5420,Why was Tom sweating?,Tom was embarrassed.,"Tom's belt and pants had fallen down as Tom drew his traps, embarrassing Tom."
3891,S05E20,5225,5570,Why was Jerry laughing on the ground?,Jerry was amused.,Jerry was amused at Tom whose pants had dropped.
3892,S05E20,5225,5915,Why was Tom chasing Jerry?,Tom wanted to catch Jerry.,Tom wanted to catch Jerry to take revenge as Jerry had laughed at Tom.
3893,S05E20,5585,6000,Why did Jerry run into the mouse hole?,Jerry was trying to hide from Tom in the mouse hole.,Jerry was trying to escape Tom's chase as Jerry knew that Tom could not enter the mouse hole.
3894,S05E20,5585,6075,Why did Tom punch the ground?,Tom felt disgruntled.,Tom felt disgruntled that Tom could not enter the mouse hole to catch Jerry.
3895,S05E20,5950,6650,Why did Tom stick his tongue out?,Tom thought of a plan to catch Jerry hiding inside the mouse hole.,Tom was delighted that he could put his hand into the hole to catch Jerry.
3896,S05E20,6295,6690,Why did Jerry put a sack in Tom's hand?,Jerry wanted to trick Tom.,Jerry wanted to let Tom think that Tom had managed to grab Jerry.
3897,S05E20,6295,6690,Why did Tom smile?,Tom was delighted.,Tom thought that he had successfully grabbed Jerry inside the mouse hole.
3898,S05E20,6750,6990,Why did Tom's eyes open big?,Tom was surprised.,Tom was surprised as he felt his hat suddenly get lifted.
3899,S05E20,6750,7150,Why did Jerry hit Tom's head with a hammer?,Jerry wanted to inflict pain on Tom.,Jerry wanted to inflict pain on Tom to stop Tom from trying to catch Jerry.
3900,S05E20,6990,7550,Why was Tom chasing Jerry?,Tom wanted to catch Jerry.,Tom wanted to catch Jerry to take revenge as Jerry had hit Tom.
3901,S05E20,7490,7920,Why did Jerry switch off the light?,Jerry wanted the room to be dark.,Jerry switched off the lights so that Tom could not see Jerry and would not be able to shoot Jerry.
3902,S05E20,7490,7920,Why did Tom turn on the lights?,Tom wanted the room to be lit so that Tom could see where Jerry was.,Tom turned on the lights so that Tom could see Jerry in order to shoot Jerry.
3903,S05E20,7975,8160,Why did Tom look scared?,Tom saw Jerry pointing the gun at Tom.,Tom was scared of the pain from being shot by the gun.
3904,S05E20,7975,8320,Why was Tom chasing Jerry?,Tom wanted to catch Jerry.,Tom wanted to catch Jerry to take revenge as Jerry had shot Tom.
3905,S05E20,8320,8690,Why did Tom put a cheese on the mouse trap?,Tom wanted to set up a bait to catch Jerry.,Tom wanted to insert the bait into the mouse hole in order to trap Jerry and bring Jerry out.
3906,S05E20,8565,8890,Why was Jerry tiptoeing?,Jerry was trying to be quiet while walking.,"Jerry did not want Tom to notice Jerry, so that Jerry can carry out his plan."
3907,S05E20,8565,8890,Why did Tom jump up?,Tom was in pain.,"Jerry had caught Tom's tail in the mouse trap, causing Tom to feel pain."
3908,S05E20,9030,9470,Why did Jerry slide under the barrel?,Jerry wanted to poke a hole under the barrel.,Jerry wanted to make a hole under the barrel for the gunpowder to trickle out.
3909,S05E20,9350,9695,Why was Tom running?,Tom saw the lit fuse on the trail of gunpowder behind him.,Tom wanted to escape the trail of gunpowder as the fuse was lit and would explode.
3910,S05E20,9350,9910,Why did Tom look shocked?,Tom saw that the fuse was still lit.,Tom was afraid of the explosion of the gunpowder barrel.
3911,S05E20,9750,10430,Why was the sheriff shooting Tom?,The sheriff was angry at Tom.,The sheriff was angry at Tom for blowing up the office.
3912,S05E20,10300,10730,Why was Jerry smiling?,Jerry was happy that he had stolen the last cheese slice.,Jerry was delighted that he had gotten rid of Tom as Tom was chased by the sheriff.
3913,S05E21,2165,2300,Why did Tom hit Jerry on the head?,Tom was annoyed at Jerry.,Tom was annoyed at Jerry as Jerry rolled his eyes at Tom.
3914,S05E21,2782,2998,Why did Tom point his shotgun at Jerry?,Tom saw Jerry climbing on the elephant,Tom wanted to scare Jerry off the elephant by pointing a gun.
3915,S05E21,3058,3233,Why did the elephant jump?,The elephant heard the gunshot,The sound of the gunshot scared the elephant and made the elephant jump
3916,S05E21,3245,3510,Why was Tom holding on to the tree branch?,Tom was high up on the tree,Tom was holding onto the tree branch so that he would not fall and hurt himself
3917,S05E21,3245,3510,Why was Tom stretching his hand out?,Tom was trying to reach the gun,Tom was stretching his hand out so that he could get the gun back
3918,S05E21,3440,3598,Why was Tom pulling himself away from the gun?,Tom's nose was stuck in the gun,Tom was pulling himself away from the gun to try to pull his nose out of the gun
3919,S05E21,3601,3966,Why was Tom scared?,The tree branch that Tom was on was breaking,The tree branch was breaking so Tom was about to fall and get hurt
3920,S05E21,3800,4048,Why did Tom's owner turn red?,Tom's owner was angry.,Tom's gun shot off half of his owner's hat
3921,S05E21,4400,4723,Why was Tom happy?,Tom's ear was clear ,Tom dug in his ears and cleared out his ears so Tom was happy that he could hear clearly again
3922,S05E21,4198,4623,Why did Tom dig his ears?,Tom wanted to clear his ears ,Tom was deafened after his owner shot the gun wrapped around his head so Tom dug his ear to clear it
